"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BCD_FO|1058181","1058181","USDINR24DEC85.6PE","USDINR","0.0","2024-12-27","85.6","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058182","1058182","USDINR24DEC85.7CE","USDINR","0.0","2024-12-27","85.7","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058183","1058183","USDINR24DEC85.7PE","USDINR","0.0","2024-12-27","85.7","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058184","1058184","USDINR24DEC85.8CE","USDINR","0.0","2024-12-27","85.8","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058185","1058185","USDINR24DEC85.8PE","USDINR","0.0","2024-12-27","85.8","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058187","1058187","USDINR24DEC85.9PE","USDINR","0.0","2024-12-27","85.9","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058189","1058189","USDINR24DEC86.1PE","USDINR","0.0","2024-12-27","86.1","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058190","1058190","USDINR24DEC86.2CE","USDINR","0.0","2024-12-27","86.2","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058191","1058191","USDINR24DEC86.2PE","USDINR","0.0","2024-12-27","86.2","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058192","1058192","USDINR24DEC86.3CE","USDINR","0.0","2024-12-27","86.3","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058193","1058193","USDINR24DEC86.3PE","USDINR","0.0","2024-12-27","86.3","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058195","1058195","USDINR24DEC86.4PE","USDINR","0.0","2024-12-27","86.4","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2167314","2167314","USDINR25MAR82.25PE","USDINR","0.0","2025-03-27","82.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139846","2139846","GBPINR24SEP109.25PE","GBPINR","0.0","2024-09-26","109.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139852","2139852","EURINR24SEP95PE","EURINR","0.0","2024-09-26","95.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139858","2139858","EURINR24SEP95CE","EURINR","0.0","2024-09-26","95.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139866","2139866","EURINR24SEP95.5PE","EURINR","0.0","2024-09-26","95.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139867","2139867","EURINR24SEP95.5CE","EURINR","0.0","2024-09-26","95.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139897","2139897","GBPINR24SEP109PE","GBPINR","0.0","2024-09-26","109.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139930","2139930","GBPINR24SEP108.75PE","GBPINR","0.0","2024-09-26","108.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139933","2139933","GBPINR24SEP108.75CE","GBPINR","0.0","2024-09-26","108.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139960","2139960","EURINR24SEP95.25PE","EURINR","0.0","2024-09-26","95.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2139962","2139962","EURINR24SEP95.25CE","EURINR","0.0","2024-09-26","95.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058621","1058621","754GS203625MAR103.25CE","754GS2036","0.0","2025-03-27","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058622","1058622","754GS203625MAR103.25PE","754GS2036","0.0","2025-03-27","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058623","1058623","754GS203625MAR103CE","754GS2036","0.0","2025-03-27","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058624","1058624","754GS203625MAR103PE","754GS2036","0.0","2025-03-27","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058625","1058625","754GS203625MAR102.75CE","754GS2036","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058626","1058626","754GS203625MAR102.75PE","754GS2036","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058627","1058627","754GS203625MAR102.5CE","754GS2036","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058628","1058628","754GS203625MAR102.5PE","754GS2036","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058629","1058629","754GS203625MAR102.25CE","754GS2036","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058630","1058630","754GS203625MAR102.25PE","754GS2036","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058631","1058631","754GS203625MAR102CE","754GS2036","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058632","1058632","754GS203625MAR102PE","754GS2036","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058633","1058633","754GS203625MAR101.75CE","754GS2036","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058634","1058634","754GS203625MAR101.75PE","754GS2036","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058635","1058635","754GS203625MAR101.5CE","754GS2036","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058636","1058636","754GS203625MAR101.5PE","754GS2036","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058637","1058637","754GS203625MAR103.5CE","754GS2036","0.0","2025-03-27","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058638","1058638","754GS203625MAR103.5PE","754GS2036","0.0","2025-03-27","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058639","1058639","754GS203625MAR103.75CE","754GS2036","0.0","2025-03-27","103.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058640","1058640","754GS203625MAR103.75PE","754GS2036","0.0","2025-03-27","103.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058641","1058641","754GS203625MAR104CE","754GS2036","0.0","2025-03-27","104.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058642","1058642","754GS203625MAR104PE","754GS2036","0.0","2025-03-27","104.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058643","1058643","754GS203625MAR104.25CE","754GS2036","0.0","2025-03-27","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058644","1058644","754GS203625MAR104.25PE","754GS2036","0.0","2025-03-27","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058645","1058645","754GS203625MAR104.5CE","754GS2036","0.0","2025-03-27","104.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058646","1058646","754GS203625MAR104.5PE","754GS2036","0.0","2025-03-27","104.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058647","1058647","754GS203625MAR104.75CE","754GS2036","0.0","2025-03-27","104.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058648","1058648","754GS203625MAR104.75PE","754GS2036","0.0","2025-03-27","104.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058649","1058649","754GS203625MAR105CE","754GS2036","0.0","2025-03-27","105.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058650","1058650","754GS203625MAR105PE","754GS2036","0.0","2025-03-27","105.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058651","1058651","754GS203625MAR105.25CE","754GS2036","0.0","2025-03-27","105.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058652","1058652","754GS203625MAR105.25PE","754GS2036","0.0","2025-03-27","105.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058653","1058653","754GS203625MAR105.5CE","754GS2036","0.0","2025-03-27","105.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058654","1058654","754GS203625MAR105.5PE","754GS2036","0.0","2025-03-27","105.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058655","1058655","741GS203625MAR102.25CE","741GS2036","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058656","1058656","741GS203625MAR102.25PE","741GS2036","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058657","1058657","741GS203625MAR102CE","741GS2036","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058658","1058658","741GS203625MAR102PE","741GS2036","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058659","1058659","741GS203625MAR101.75CE","741GS2036","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058660","1058660","741GS203625MAR101.75PE","741GS2036","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058661","1058661","741GS203625MAR101.5CE","741GS2036","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058662","1058662","741GS203625MAR101.5PE","741GS2036","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058663","1058663","741GS203625MAR101.25CE","741GS2036","0.0","2025-03-27","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058664","1058664","741GS203625MAR101.25PE","741GS2036","0.0","2025-03-27","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058665","1058665","741GS203625MAR101CE","741GS2036","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058666","1058666","741GS203625MAR101PE","741GS2036","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058667","1058667","741GS203625MAR100.75CE","741GS2036","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058668","1058668","741GS203625MAR100.75PE","741GS2036","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058669","1058669","741GS203625MAR100.5CE","741GS2036","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058670","1058670","741GS203625MAR100.5PE","741GS2036","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058671","1058671","741GS203625MAR102.5CE","741GS2036","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058672","1058672","741GS203625MAR102.5PE","741GS2036","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058673","1058673","741GS203625MAR102.75CE","741GS2036","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058674","1058674","741GS203625MAR102.75PE","741GS2036","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058675","1058675","741GS203625MAR103CE","741GS2036","0.0","2025-03-27","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058676","1058676","741GS203625MAR103PE","741GS2036","0.0","2025-03-27","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058677","1058677","741GS203625MAR103.25CE","741GS2036","0.0","2025-03-27","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058678","1058678","741GS203625MAR103.25PE","741GS2036","0.0","2025-03-27","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058679","1058679","741GS203625MAR103.5CE","741GS2036","0.0","2025-03-27","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058680","1058680","741GS203625MAR103.5PE","741GS2036","0.0","2025-03-27","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058681","1058681","741GS203625MAR103.75CE","741GS2036","0.0","2025-03-27","103.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058682","1058682","741GS203625MAR103.75PE","741GS2036","0.0","2025-03-27","103.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058683","1058683","741GS203625MAR104CE","741GS2036","0.0","2025-03-27","104.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058684","1058684","741GS203625MAR104PE","741GS2036","0.0","2025-03-27","104.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058685","1058685","741GS203625MAR104.25CE","741GS2036","0.0","2025-03-27","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058686","1058686","741GS203625MAR104.25PE","741GS2036","0.0","2025-03-27","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058687","1058687","741GS203625MAR104.5CE","741GS2036","0.0","2025-03-27","104.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058688","1058688","741GS203625MAR104.5PE","741GS2036","0.0","2025-03-27","104.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058689","1058689","718GS203325MAR100.5CE","718GS2033","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058690","1058690","718GS203325MAR100.5PE","718GS2033","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058691","1058691","718GS203325MAR100.25CE","718GS2033","0.0","2025-03-27","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058692","1058692","718GS203325MAR100.25PE","718GS2033","0.0","2025-03-27","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058693","1058693","718GS203325MAR100CE","718GS2033","0.0","2025-03-27","100.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058694","1058694","718GS203325MAR100PE","718GS2033","0.0","2025-03-27","100.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058695","1058695","718GS203325MAR99.75CE","718GS2033","0.0","2025-03-27","99.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058696","1058696","718GS203325MAR99.75PE","718GS2033","0.0","2025-03-27","99.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058697","1058697","718GS203325MAR99.5CE","718GS2033","0.0","2025-03-27","99.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058698","1058698","718GS203325MAR99.5PE","718GS2033","0.0","2025-03-27","99.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058699","1058699","718GS203325MAR99.25CE","718GS2033","0.0","2025-03-27","99.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058700","1058700","718GS203325MAR99.25PE","718GS2033","0.0","2025-03-27","99.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058701","1058701","718GS203325MAR99CE","718GS2033","0.0","2025-03-27","99.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058702","1058702","718GS203325MAR99PE","718GS2033","0.0","2025-03-27","99.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058703","1058703","718GS203325MAR98.75CE","718GS2033","0.0","2025-03-27","98.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058704","1058704","718GS203325MAR98.75PE","718GS2033","0.0","2025-03-27","98.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058705","1058705","718GS203325MAR100.75CE","718GS2033","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058706","1058706","718GS203325MAR100.75PE","718GS2033","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058707","1058707","718GS203325MAR101CE","718GS2033","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058708","1058708","718GS203325MAR101PE","718GS2033","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058709","1058709","718GS203325MAR101.25CE","718GS2033","0.0","2025-03-27","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058710","1058710","718GS203325MAR101.25PE","718GS2033","0.0","2025-03-27","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058711","1058711","718GS203325MAR101.5CE","718GS2033","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058712","1058712","718GS203325MAR101.5PE","718GS2033","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058713","1058713","718GS203325MAR101.75CE","718GS2033","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058714","1058714","718GS203325MAR101.75PE","718GS2033","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058715","1058715","718GS203325MAR102CE","718GS2033","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058716","1058716","718GS203325MAR102PE","718GS2033","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058717","1058717","718GS203325MAR102.25CE","718GS2033","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058718","1058718","718GS203325MAR102.25PE","718GS2033","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058719","1058719","718GS203325MAR102.5CE","718GS2033","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058720","1058720","718GS203325MAR102.5PE","718GS2033","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058721","1058721","718GS203325MAR102.75CE","718GS2033","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058722","1058722","718GS203325MAR102.75PE","718GS2033","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058723","1058723","718GS203725MAR100.5CE","718GS2037","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058724","1058724","718GS203725MAR100.5PE","718GS2037","0.0","2025-03-27","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058725","1058725","718GS203725MAR100.25CE","718GS2037","0.0","2025-03-27","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058726","1058726","718GS203725MAR100.25PE","718GS2037","0.0","2025-03-27","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058727","1058727","718GS203725MAR100CE","718GS2037","0.0","2025-03-27","100.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058728","1058728","718GS203725MAR100PE","718GS2037","0.0","2025-03-27","100.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058729","1058729","718GS203725MAR99.75CE","718GS2037","0.0","2025-03-27","99.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058730","1058730","718GS203725MAR99.75PE","718GS2037","0.0","2025-03-27","99.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058731","1058731","718GS203725MAR99.5CE","718GS2037","0.0","2025-03-27","99.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058732","1058732","718GS203725MAR99.5PE","718GS2037","0.0","2025-03-27","99.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058733","1058733","718GS203725MAR99.25CE","718GS2037","0.0","2025-03-27","99.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058734","1058734","718GS203725MAR99.25PE","718GS2037","0.0","2025-03-27","99.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058735","1058735","718GS203725MAR99CE","718GS2037","0.0","2025-03-27","99.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058736","1058736","718GS203725MAR99PE","718GS2037","0.0","2025-03-27","99.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058737","1058737","718GS203725MAR98.75CE","718GS2037","0.0","2025-03-27","98.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058738","1058738","718GS203725MAR98.75PE","718GS2037","0.0","2025-03-27","98.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058739","1058739","718GS203725MAR100.75CE","718GS2037","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058740","1058740","718GS203725MAR100.75PE","718GS2037","0.0","2025-03-27","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058741","1058741","718GS203725MAR101CE","718GS2037","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058742","1058742","718GS203725MAR101PE","718GS2037","0.0","2025-03-27","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058743","1058743","718GS203725MAR101.25CE","718GS2037","0.0","2025-03-27","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140088","2140088","718GS203724SEP100.5PE","718GS2037","0.0","2024-09-26","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058745","1058745","718GS203725MAR101.5CE","718GS2037","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058746","1058746","718GS203725MAR101.5PE","718GS2037","0.0","2025-03-27","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058747","1058747","718GS203725MAR101.75CE","718GS2037","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058748","1058748","718GS203725MAR101.75PE","718GS2037","0.0","2025-03-27","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140093","2140093","718GS203724SEP102PE","718GS2037","0.0","2024-09-26","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058750","1058750","718GS203725MAR102PE","718GS2037","0.0","2025-03-27","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058751","1058751","718GS203725MAR102.25CE","718GS2037","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058752","1058752","718GS203725MAR102.25PE","718GS2037","0.0","2025-03-27","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140097","2140097","718GS203724SEP100.5CE","718GS2037","0.0","2024-09-26","100.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058754","1058754","718GS203725MAR102.5PE","718GS2037","0.0","2025-03-27","102.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140099","2140099","718GS203724SEP102CE","718GS2037","0.0","2024-09-26","102.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|1058756","1058756","718GS203725MAR102.75PE","718GS2037","0.0","2025-03-27","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140112","2140112","718GS203724SEP101.25PE","718GS2037","0.0","2024-09-26","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140115","2140115","718GS203724SEP101.25CE","718GS2037","0.0","2024-09-26","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140122","2140122","718GS203324SEP103.25PE","718GS2033","0.0","2024-09-26","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140127","2140127","718GS203324SEP103.25CE","718GS2033","0.0","2024-09-26","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140132","2140132","718GS203724SEP101.75PE","718GS2037","0.0","2024-09-26","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140138","2140138","718GS203724SEP101.75CE","718GS2037","0.0","2024-09-26","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140201","2140201","718GS203724SEP101.5PE","718GS2037","0.0","2024-09-26","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2172974","2172974","JPYINR24DEC47.75PE","JPYINR","0.0","2024-12-27","47.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140207","2140207","718GS203724SEP101.5CE","718GS2037","0.0","2024-09-26","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140214","2140214","718GS203724SEP101PE","718GS2037","0.0","2024-09-26","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140216","2140216","718GS203724SEP101CE","718GS2037","0.0","2024-09-26","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2172994","2172994","JPYINR24SEP47.75PE","JPYINR","0.0","2024-09-26","47.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2172995","2172995","JPYINR24SEP47.75CE","JPYINR","0.0","2024-09-26","47.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173008","2173008","JPYINR25MAR47.75PE","JPYINR","0.0","2025-03-27","47.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173016","2173016","USDINR24JUL81.75PE","USDINR","0.0","2024-07-29","81.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140249","2140249","718GS203724SEP100.75PE","718GS2037","0.0","2024-09-26","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173018","2173018","667GS203524JUL99CE","667GS2035","0.0","2024-07-25","99.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140253","2140253","718GS203724SEP100.75CE","718GS2037","0.0","2024-09-26","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2140255","2140255","718GS203724SEP102.25CE","718GS2037","0.0","2024-09-26","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173025","2173025","USDINR24JUL83.25PE","USDINR","0.0","2024-07-29","83.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173029","2173029","EURINR24JUL88.75CE","EURINR","0.0","2024-07-29","88.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173032","2173032","JPYINR24JUL48.75PE","JPYINR","0.0","2024-07-29","48.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173033","2173033","726GS203324JUL103PE","726GS2033","0.0","2024-07-25","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173039","2173039","USDINR24JUL81.75CE","USDINR","0.0","2024-07-29","81.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173040","2173040","USDINR24JUL83.25CE","USDINR","0.0","2024-07-29","83.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173045","2173045","JPYINR24JUL48.75CE","JPYINR","0.0","2024-07-29","48.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173046","2173046","726GS203324JUL103CE","726GS2033","0.0","2024-07-25","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2173050","2173050","EURINR24JUL86.75PE","EURINR","0.0","2024-07-29","86.75","0.25","1","FUTCUR","FF","BCD_FO"
