"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_INDEX|INDSTR","41",,"INDSTR","16385.9","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ALLCAP","36",,"ALLCAP","10615.92","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLCAP","31",,"SMLCAP","54153.96","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEFMC","32",,"BSEFMC","20926.78","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|REALTY","21",,"REALTY","8740.66","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMEIPO","27",,"SMEIPO","99134.4","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|LRGCAP","42",,"LRGCAP","9551.12","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE500","4",,"BSE500","36315.81","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|FINSER","40",,"FINSER","11538.23","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|AUTO","13",,"AUTO","57826.16","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECD","8",,"BSECD","58700.26","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MFG","35",,"MFG","1073.07","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|OILGAS","15",,"OILGAS","30152.29","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|UTILS","46",,"UTILS","6285.68","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|GREENX","25",,"GREENX","7437.3","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDSEL","43",,"MIDSEL","17061.21","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEHC","33",,"BSEHC","38246.54","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ENERGY","39",,"ENERGY","13177.12","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLSEL","44",,"SMLSEL","7976.27","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX","1",,"SENSEX","79996.6","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDCAP","30",,"MIDCAP","47437.85","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CONDIS","38",,"CONDIS","10086.37","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|COMDTY","37",,"COMDTY","7817.58","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BANKEX","12",,"BANKEX","60332.23","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CPSE","29",,"CPSE","4423.49","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TECK","11",,"TECK","17681.2","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|POWER","22",,"POWER","8095.23","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECG","7",,"BSECG","75131.43","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CARBON","26",,"CARBON","4195.82","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE200","3",,"BSE200","11296.24","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE100","2",,"BSE100","25797.39","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TELCOM","45",,"TELCOM","3156.84","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIPO","23",,"BSEIPO","16115.98","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIT","34",,"BSEIT","38483.33","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|INFRA","28",,"INFRA","690.94","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|METAL","14",,"METAL","33739.36","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEPSU","10",,"BSEPSU","22040.78","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX50","47",,"SENSEX50","25593.02","",,"",,"INDEX",,"BSE_INDEX"
"BSE_EQ|INE008B01013","524288","AIMCOPEST","AIMCO PESTICIDES LTD","104.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9079L01011","890200","IYKOTPP","IYKOT HITECH TOOLROOM LTD","12.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE916DA7SD0","974591","792KMPL25","KMPL792201125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9304E01018","890201","SAVFIPP","SAVANI FINANCIALS LTD","18.77","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE499G01013","524314","GUJTERC","GUJARAT TERCE LABORATORIES LTD","47.97","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9624Z01014","890202","SOLARAPP","SOLARA ACTIVE PHARMA SCIENCES","298.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE999H07082","974380","7LKCP26A","LKCPL7261026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE323K01017","524322","KABRADG","KABRA DRUGS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE573R01012","524324","SEYAIND","SEYA INDUSTRIES LTD","23.66","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE704P01025","540678","COCHINSHIP","COCHIN SHIPYARD LIMITED","2835.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE785A01026","524330","JAYAGROGN","JAYANT AGROORGANICS LTD","322.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE412G01024","524332","BCLIND","BCL INDUSTRIES LIMITED","52.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE733E07KL3","958879","732NTPC29","NTPC73217729PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065E01017","524336","SHHARICH","SHREE HARI CHEMICALS EXPORT LT","72.46","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE880L01014","540680","KIOCL","KIOCL LIMITED","469.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE803D01021","524342","INDOBORAX","INDO BORAX  CHEMICALS LTD","203.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE163N08115","959105","88OPAL25","OPAL88310032025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SP9","939359","965IHFL29","IHFL96526329NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE767A01016","524348","AARTIDRUGS","AARTI DRUGS LTD","554.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SS3","939361","1015IHFL29","IHFL101526329NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338D01028","524370","BODALCHEM","BODAL CHEMICALS LTD","78.3","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08BO2","958661","83REC29","RECL8325319PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE191A01027","524372","ORCHPHARMA","ORCHID PHARMA LIMITED","1142.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE582L14HO5","727343","THDC250624","THDCL24924CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE985V07066","974844","950AFL26","AFPL95015526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE579C01029","524394","VIMTALABS","VIMTA LABS LTD","523.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE829A01014","524396","BIOFILCHEM","BIOFIL CHEMICALS  PHARMACEUTI","69.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806D01016","524400","ISHITADR","ISHITA DRUGS  INDUSTRIES LTD","66.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750C01026","524404","MARKSANS","MARKSANS PHARMA LTD","187.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE113E01015","524408","UNIVSTAR","UNIVERSAL STARCHCHEM ALLIED L","231.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198H01019","524412","AAREYDRUGS","AAREY DRUGS  PHARMACEUTICALS","48.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE744C01029","524414","NORRIS","NORRIS MEDICINES LTD","14.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BX4","959228","7NABARD30","NABARD743310130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE810M01019","524434","ASINPET","ASIAN PETROPRODUCTS  EXPORTS","14.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198C01010","524440","CAMEXLTD","CAMEX LTD","67.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SV7","939375","1025IHFL34","IHFL102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE313M01030","524444","EVEXIA","EVEXIA LIFECARE LIMITED","2.54","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE319N01019","524458","INDOEURO","INDO EURO INDCHEM LTD","14.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE036D01028","590003","KARURVYSYA","KARUR VYSYA BANK LTD","202.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE484C01030","590005","TIDEWATER","TIDE WATER OIL INDIA LTD","2361.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE312C01025","524470","SYNCOMF","SYNCOM FORMULATIONS INDIA LT","12.84","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CN5","950458","850PFCL24","PFC850151224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CP0","950459","880PFCL25","PFC88015125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CS4","950460","890PFCL25","PFC89015325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE445C01015","590013","XPROINDIA","XPRO INDIA LTD","983.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SQ7","939381","1025IHF34","IHFL102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE249D01019","524480","RIDDHI","RIDDHI SIDDHI GLUCO BIOLS LTD","616.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DS2","950465","946PFCL26","PFC9461826PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE598C01011","590018","HISARMETAL","HISAR METAL INDUSTRIES LTD","198.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DU8","950467","945PFCL26","945PFC26","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FL2","950468","900PFCL28","PFC90011328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE838B01013","590021","BHARATRAS","BHARAT RASAYAN LTD","11406.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FQ1","950471","894PFCL28","PFC89425328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE038B01010","524488","SVCIND","SVC INDUSTRIES LIMITED","4.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE424C01010","590025","GINNIFILA","GINNI FILAMENTS LTD","33.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DJ1","950475","905PFCL30","PFC905151230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE571A01038","524494","IPCALAB","IPCA LABORATORIES LTD","1193.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244A01016","590031","DENORA","DE NORA INDIA LTD","1876.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001226C074","800449","GS16DEC2026","GS16DEC2026C","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE729D01010","524500","KILITCH","KILITCH DRUGS INDIA LTD","349.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07125","950485","775PFCL26","PFC775151011PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE548H01015","524502","RAAJMEDI","RAAJ MEDISAFE INDIA LTD","90.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077T9","939385","1150IFL26","IFL115019426NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE270D01015","524504","REVAORG","REVATI ORGANICS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE641C01019","590041","KAVVERITEL","KAVVERI TELECOM PRODUCTS LTD","24.27","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE683E01017","524506","CORALAB","CORAL LABORATORIES LTD","703.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07087","955770","897UPPCL25","UPPCL89714225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07141","950494","816PFCL26","PFC816251126PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07240","950497","872PFCL22A","PFC87230327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276N01011","524514","TULASEEBIOE","TULASEE BIOETHANOL LTD","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE667G01023","590051","SAKSOFT","SAKSOFT LTD","284.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE711D01018","524516","BACPHAR","BACIL PHARMA LTD","20.02","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE268B01013","524518","KREBSBIO","KREBS BIOCHEMICALS  INDUSTRIE","72.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE879K01018","524520","KMCSHIL","KMC SPECIALITY HOSPITALS INDI","84.59","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE217G01035","590057","EQUIPPP","EQUIPPP SOCIAL IMPACT TECHNOLO","28.18","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE919B01011","524522","LAFFANSQ","LAFFANS PETROCHEMICALS LTD","39.46","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715B01021","590062","ANDHRSUGAR","ANDHRA SUGARS LTD","115.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE805C01028","590066","KCP","KCPLTD","253.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE731C01018","590068","KHAITANLTD","KHAITAN INDIA LTD","79.57","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE972C01018","524534","BHASKAGR","BHASKAR AGROCHEMICALS LTD","85.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE660A01013","590071","SUNDARMFIN","SUNDARAM FINANCE LTD","4595.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE073D01013","590072","SUNDRMBRAK","SUNDARAM BRAKE LININGS LTD","776.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715A01015","590073","WHEELS","WHEELS INDIA LTD","881.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE112F01022","590075","LAMBODHARA","LAMBODHARA TEXTILES LTD","160.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE07GA01011","543391","SGFRL","SUYOG GURBAXANI FUNICULAR ROPE","138.15","",,"0.05","1500","EQUITY",,"BSE_EQ"
"BSE_EQ|INE450E01011","524542","SUKHJITS","SUKHJIT STARCH  CHEMICALS LTD","480.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE06DM01015","524546","SATAGRI","SATIATE AGRI LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE465H01012","524548","SHARMEH","SHARMA EAST INDIA HOSPITALS ","24.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE725E01024","590086","ORISSAMINE","ORISSA MINERALS DEVELOPMENT CO","7409.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE765G01017","540716","ICICIGI","ICICI LOMBARD GENERAL INSURANC","1866.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A08OK1","959112","10CIFPERP","CIFCL1075PERPETUALPVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403G07095","975479","825SCCL29","SCCL82511329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE794A01010","524558","NEULANDLAB","NEULAND LABORATORIES LTD","7765.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB17I5","590095","GOLDBEES","NIPPON INDIA ETF GOLD BEES","61.54","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01037","590096","LIQUIDBEES","NIPPON INDIA ETF LIQUID BEES","1000.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174KA1HJ8","590097","GOLD1","KOTAK MAHINDRA MUTUAL FUND  K","61.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA16D8","590098","SETFGOLD","SBI MUTUAL FUND  SBI GOLD EXC","63.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01408","590099","QGOLDHALF","QUANTUM GOLD FUND  EXCHANGE T","61.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE052E01015","524564","GAYATRIBI","GAYATRI BIOORGANICS LTD","6.23","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF789F1AUX7","590101","GOLDSHARE","UTI MUTUAL FUND  UTI GOLD EXC","62.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB14I2","590103","NIFTYBEES","NIPPON INDIA ETF NIFTY BEES","270.48","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01045","590104","JUNIORBEES","NIPPON INDIA ETF JUNIOR BEES","782.69","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371C01013","524570","PODDARMENT","PODDAR PIGMENTS LTD","440.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF373I01023","590107","PSUBANK","KOTAK MAHINDRA MUTUAL FUND  K","733.28","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE117D01018","524572","PHARMAID","PHARMAIDS PHARMACEUTICALS LTD","48.97","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01128","590109","SHARIABEES","NIPPON INDIA ETF SHARIAH BEES","533.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01028","590110","QNIFTY","QUANTUM NIFTY 50 ETF","2610.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE737C01023","524576","VIVIDIND","VIVID GLOBAL INDUSTRIES LTD","20.49","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB19I1","590113","HNGSNGBEES","NIPPON INDIA ETF HANG SENG BEE","300.09","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF247L01536","590115","MOM50","MOTILAL OSWAL MUTUAL FUND","248.17","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE686C01014","524580","PRIYALT","PRIYA LTD","15.52","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07BT6","955782","85ILFSFS27","ILFSFSL8520227PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE314D01011","524582","TIRUSTA","TIRUPATI STARCH  CHEMICALS LT","248.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE614X07274","936840","1004DLSL24","DLSL10046924NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE422G01015","524590","HEMORGANIC","HEMO ORGANIC LIMITED","11.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE263B01022","524592","JDORGOCHEM","JD ORGOCHEM LTD","20.81","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08IT9","955784","76PFCL27","PFC76020227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994D01010","524594","AEONXDIGI","AEONX DIGITAL TECHNOLOGY LIMIT","139.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE542B01011","524598","AKSHARCHEM","AKSHARCHEM INDIA LTD","316.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01F59","590136","BANKNIFTY1","KOTAK MAHINDRA MUTUAL FUND  P","540.99","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA1580","590137","SETFNIFBK","SBI MUTUAL FUNDPERMITTED","534.99","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE875N01036","524602","BANDARAM","BANDARAM PHARMA PACKTECH LIMIT","31.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276T01018","524604","ADLINE","ADLINE CHEM LAB LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE415H01017","524606","BERLDRG","BERYL DRUGS LTD","33.82","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08676","974593","740PGCL33","PGCL74017233PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE056E01024","524614","INDXTRA","IEL LIMITED","6.34","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE340M08129","950600","972TGDCL24","TGDCL97216724PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532B01020","524622","ISTRNETWK","ISTREET NETWORK LIMITED","3.72","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE076D01016","524624","GAGAN","GAGAN GASES LTD","26.81","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE327G01032","540728","SAYAJIIND","SAYAJI INDUSTRIES LIMITED","180.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750B01010","524628","PARKERAC","PARKER AGROCHEM EXPORTS LTD","18.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE551C01028","524632","SHUKRAPHAR","SHUKRA PHARMACEUTICALS LIMITED","100.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE058F01019","524634","ALUFLUOR","ALUFLUORIDE LTD","500.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE013A07A66","950619","942RCL2024","RCL942B3014824PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE102E01018","524636","OXYGENTAPH","OXYGENTA PHARMACEUTICAL LIMITE","32.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062Y01012","540730","MEHAI","MEHAI TECHNOLOGY  LIMITED","29.11","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE078I01011","524640","ARCHITORG","ARCHIT ORGANOSYS LTD","51.04","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528E01022","524642","SIKOZY","SIKOZY REALTORS LIMITED","1.02","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07182","961718","PFCBT1S4","PFCBT1S4","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE760F01028","524648","INDOAMIN","INDO AMINES LTD","137.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE788B01028","524652","INDSWFTLTD","INDSWIFT LTD","21.3","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936B01015","524654","NATCAPSUQ","NATURAL CAPSULES LTD","319.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07NI3","950641","950ILFS24A","ILFS95029072024PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532F07FM4","939411","EFS290424","EFSL29427NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE331C01017","524661","WELCURE","WELCURE DRUGS  PHARMACEUTICAL","5.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994B01014","524663","BIBCL","BHARAT IMMUNOLOGICALS  BIOLOG","29.69","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE035D01020","524667","SOTL","SAVITA OIL TECHNOLOGIES LTD","642.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE782E01017","524669","HESTERBIO","HESTER BIOSCIENCES LTD","2649.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645C01010","524675","KABSON","KABSONS INDUSTRIES LTD","24.62","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE00WJ08019","958025","JFCZC28","JFCZC27628PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE982X07143","973301","1172SML26","SML11725526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936D07075","950668","975JUP2024","JUP975282024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE402Y01028","540738","STL","SHREEJI TRANSLOGISTICS LIMITED","26.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE473E01021","524687","BASANTGL","BASANT AGRO TECH INDIA LTD","22.13","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08526","950675","950HDFCB24","HDFCB95M01413824PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DK6","960409","594RECL26","RECL59431126PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE751D01014","524703","SANDUPHQ","SANDU PHARMACEUTICALS LTD","63.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08182","959117","899BOBPER","BOB899PERPETUALPVT","1049139.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE295D01020","524709","NACLIND","NACL INDUSTRIES LIMITED","70.11","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE427C01021","524711","VISTAPH","VISTA PHARMACEUTICALS LTD","14.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE044A01036","524715","SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES","1568.85","",,"0.05","1","EQUITY",,"BSE_EQ"
